cm,part,description,state,first_shortage_date,shortage_qty,opening,undated,products
Qualitel,10-002171,CAP CER 4.7UF 50V X7R 0805,IN_PRODUCTION,,0.0,40065.0,0.0,Power PCBA (IPC)
Qualitel,10-002218,"Nut, M6, Hex Head, Steel, Serrated, Zn-Ni Plated",IN_PRODUCTION,,0.0,39640.0,4800.0,2.1 LFP Block
Qualitel,10-002260,CAP CER 4.7UF 50V X7R 1206,IN_PRODUCTION,,0.0,13759.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-002277,OR Gate IC 4 Channel - 14-SO,IN_PRODUCTION,,0.0,7472.0,0.0,Power PCBA (IPC)
Qualitel,10-002278,"600VIN MICROPOWER, ISOLATED NO-O",IN_PRODUCTION,,0.0,3908.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002293,IC GATE DRVR HIGH-SIDE 10MSOP,IN_PRODUCTION,,0.0,11789.0,0.0,2.1 LFP Block
Qualitel,10-002300,CAP CER 6800PF 50V C0G 0603 AEC-Q,IN_PRODUCTION,,0.0,65018.0,0.0,Power PCBA (IPC)
Qualitel,10-002329,CAP CER 47PF 50V C0G/NP0 0603,IN_PRODUCTION,,0.0,17767.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002340,MOSFET N-CH 650V 16A TO252-3,IN_PRODUCTION,,0.0,7814.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002507,RES 240 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,7468.0,0.0,MSAC
Qualitel,10-002602,CAP CER 10UF 10V X7R 0603,IN_PRODUCTION,,0.0,14557.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002605,TVS DIODE 5VWM 12VC SOD323 AEC-Q,IN_PRODUCTION,,0.0,9820.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002669,XMFR 50A CUSTOM C,IN_PRODUCTION,,0.0,8506.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002678,CAP FILM 10UF 5% 450VDC RADIAL AEC-Q,IN_PRODUCTION,,0.0,32533.0,0.0,Power PCBA (IPC)
Qualitel,10-002681,CAP CER 2220 33NF 1000V C0G 5%,IN_PRODUCTION,,0.0,30804.0,0.0,Power PCBA (IPC)
Qualitel,10-002704,CAP FILM 20UF 10% 800VDC RADIAL,IN_PRODUCTION,,0.0,11314.0,0.0,Power PCBA (IPC)
Qualitel,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,IN_PRODUCTION,,0.0,195709.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-002734,RES 4.7K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,43083.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002753,"HOUSED PTC THERMISTORS AS ICL, 2 AEC-Q",IN_PRODUCTION,,0.0,6060.0,0.0,Power PCBA (IPC)
Qualitel,10-002772,DGTL ISO 3.75KV GATE DRVR 16SOIC,IN_PRODUCTION,,0.0,4509.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002773,MOSFET N-CH 700V 12.5A TO252-3,IN_PRODUCTION,,0.0,7726.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002877,CONN HEADER SMD 8POS 2.5MM,IN_PRODUCTION,,0.0,3407.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002885,"EFUSE IC, LATCH TYPE, 15.1V VOLT",IN_PRODUCTION,,0.0,13446.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002887,CAP CER 120PF 50V C0G/NPO 0603,IN_PRODUCTION,,0.0,21470.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002889,RES SMD 47 OHM 5% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,325777.0,0.0,2.1 LFP Block
Qualitel,10-002904,RES SMD 176K OHM 0.5% 1/10W 0603,IN_PRODUCTION,,0.0,8902.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002910,CONN HEADER VERT 3POS 10MM,IN_PRODUCTION,,0.0,4099.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002916,FIXED IND 3.3UH 6A 19.2MOHM SMD AEC-Q,IN_PRODUCTION,,0.0,9805.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002917,FIXED IND 220UH 8.8A 36.45 MOHM AEC-Q,IN_PRODUCTION,,0.0,5086.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002919,CAP ALUM POLY 8.2UF 20% 250V T/H,IN_PRODUCTION,,0.0,62141.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002921,CAP CER 10UF 35V X7R 1206,IN_PRODUCTION,,0.0,4908.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002922,CAP CER 3900PF 630V C0G/NP0 1206 AEC-Q,IN_PRODUCTION,,0.0,5879.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002923,CAP CER 1UF 450V X7T 2220 AEC-Q,IN_PRODUCTION,,0.0,70047.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002925,IC OFFLINE SWITCH FLYBACK 8DSO,IN_PRODUCTION,,0.0,3909.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002932,RES 44.2K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,8907.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002933,RES 715 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,13910.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002937,IC VREF SHUNT ADJ 0.4% 8SO,IN_PRODUCTION,,0.0,6409.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002984,CONN HEADER SMD 3POS 2.5MM,IN_PRODUCTION,,0.0,3095.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003004,CT Busbar PTH mount,IN_PRODUCTION,,0.0,9678.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003041,RES SMD 100 OHM 0.1% 1/10W 0805,IN_PRODUCTION,,0.0,82665.0,0.0,Power PCBA (IPC)
Qualitel,10-003063,RES SMD 64.9K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,29902.0,0.0,Power PCBA (IPC)
Qualitel,10-003072,CAP CER 33NF 1000V C0G 2220 AEC-Q,IN_PRODUCTION,,0.0,36803.0,0.0,Power PCBA (IPC)
Qualitel,10-003096,CAP CER 10UF 50V X7S 1210 AEC-Q,IN_PRODUCTION,,0.0,14628.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003097,DIODE ZENER 51V 5W DO214AA,IN_PRODUCTION,,0.0,21548.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003098,Power Transformers Flyback Transformer for LT8316,IN_PRODUCTION,,0.0,3589.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003099,CAP ALUM POLY 82UF 20% 50V SMD AEC-Q,IN_PRODUCTION,,0.0,18282.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003100,RES 49.9K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,46631.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-003160,"XMFR CUSTOM T/H 12PIN 30.7 X 30,0 X 24.6MM",IN_PRODUCTION,,0.0,2982.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003186,RES 11K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,8907.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003188,RES 0.5 OHM 1% 2W 2512 AEC-Q,IN_PRODUCTION,,0.0,6888.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003189,RES 200K OHM 5% 1/2W 1210 AEC-Q,IN_PRODUCTION,,0.0,13911.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003252,RES SMD 6.2K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,8905.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003350,DIODE SCHOTTKY 200V 5A SMC,IN_PRODUCTION,,0.0,10825.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003360,RES SMD 100K OHM 1% 1/2W 1206 AEC-Q,IN_PRODUCTION,,0.0,10652.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003361,IC PWR DRIVER N-CHAN 1:2 10TDFN,IN_PRODUCTION,,0.0,15617.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003366,RES 0.03 OHM 1% 1/2W 1206,IN_PRODUCTION,,0.0,5904.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003373,CONN HEADER SMD 12POS 2.5MM,IN_PRODUCTION,,0.0,1909.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003374,CONN HEADER SMD 14POS 2.5MM,IN_PRODUCTION,,0.0,3409.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003375,CONN HEADER SMD 8POS 2.5MM,IN_PRODUCTION,,0.0,1910.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003379,IC LATCH R-S QUAD P/N 16-SOIC,IN_PRODUCTION,,0.0,7465.0,0.0,Power PCBA (IPC)
Qualitel,10-003414,NOISE SUPPRESSION FILTER FOR POW AEC-Q,IN_PRODUCTION,,0.0,32408.0,0.0,Power PCBA (IPC)
Qualitel,10-003432,RES SMD 15 OHM 5% 0.3W 0603 AEC-Q,IN_PRODUCTION,,0.0,12822.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003433,"CAP CER 4700PF 250VAC X7R SAFETY X1, Y2 2220",IN_PRODUCTION,,0.0,61461.0,0.0,"2.1 LFP Block, Terminal PCBA (TRM)"
Qualitel,10-003467,RES 100 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,185405.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003487,VARISTOR 699.5V 6.5KA DISC 20MM,IN_PRODUCTION,,0.0,5430.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003488,RES 20K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,15047.0,0.0,MSAC
Qualitel,10-003494,CAP CER 6800PF 50V X7R 0805,IN_PRODUCTION,,0.0,43663.0,0.0,Power PCBA (IPC)
Qualitel,10-003501,FIXED IND 100UH 800MA 700MOHM SM,IN_PRODUCTION,,0.0,7874.0,0.0,Power PCBA (IPC)
Qualitel,10-003591,FIXED IND 47UH 600MA 780MOHM SMD,IN_PRODUCTION,,0.0,21342.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003592,CMC 20MH 500MA 2LN TH,IN_PRODUCTION,,0.0,4727.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003594,FUSE BOARD MNT 750MA 250VAC 2SMD,IN_PRODUCTION,,0.0,3412.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003623,3.4MM SMT SOCKET,IN_PRODUCTION,,0.0,20172.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-003701,"Inductor, Common Mode Choke, Through Hole, Integrated Heat Conduction Bridge, Machined / 3D print",IN_PRODUCTION,,0.0,2310.0,0.0,Power PCBA (IPC)
Qualitel,10-003717,"Terminal Connector, Pin, 3.4mm x 45mm, PWB Fastener Mount, 75A, 7mm Drive",IN_PRODUCTION,,0.0,10458.0,0.0,Power PCBA (IPC)
Qualitel,10-003730,CAP CER 0.047UF 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,29998.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-003740,IC REG LINEAR 5V 1.5A D2PAK,IN_PRODUCTION,,0.0,13959.0,0.0,Power PCBA (IPC)
Qualitel,10-003759,IC FLASH 16MBIT SPI/QUAD 8SOIC,IN_PRODUCTION,,0.0,36641.0,0.0,"2.1 LFP Block, MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-003778,DIODE SCHOTTKY 150V 1A SMA AEC-Q,IN_PRODUCTION,,0.0,30671.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003828,RES 300 OHM 5% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,55643.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003829,CAP CER 330PF 450V C0G/NP0 0805 AEC-Q,IN_PRODUCTION,,0.0,10884.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003833,CAP CER 4.7UF 16V X7R 0603,IN_PRODUCTION,,0.0,16975.0,0.0,Terminal PCBA (TRM)
Qualitel,10-003834,CRYSTAL 12.0000MHZ 8PF SMD,IN_PRODUCTION,,0.0,9874.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-003940,22 µF ±20% 25V Ceramic Capacitor X7R 1210 (3225 Metric) AEC-QAEC-Q,IN_PRODUCTION,,0.0,3969.0,0.0,Power PCBA (IPC)
Qualitel,10-003941,CAP CER 1UF 25V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,11892.0,0.0,Power PCBA (IPC)
Qualitel,10-003942,CAP CER 0.047UF 50V X7R 0603,IN_PRODUCTION,,0.0,11912.0,0.0,Power PCBA (IPC)
Qualitel,10-003962,RES SMD 110K OHM 0.1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,4968.0,0.0,Power PCBA (IPC)
Qualitel,10-003984,CAP CER 10NF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,8900.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004121,RES 1K OHM 1% 1/10W 0603 50PPM,IN_PRODUCTION,,0.0,8901.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004151,RES 27K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,9882.0,0.0,Power PCBA (IPC)
Qualitel,10-004201,CAP FILM 0.68UF 10% 630VDC RAD AEC-Q,IN_PRODUCTION,,0.0,29008.0,0.0,Power PCBA (IPC)
Qualitel,10-004203,CAP FILM 0.1UF 10% 1.5KVDC RAD AEC-Q,IN_PRODUCTION,,0.0,15177.0,0.0,Power PCBA (IPC)
Qualitel,10-004300,CONN HEADER SMD 16POS 2.5MM,IN_PRODUCTION,,0.0,7332.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-004362,RES SMD 1K OHM 1% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,18811.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-004492,RES 25.5K OHM 1% 2W 1206,IN_PRODUCTION,,0.0,18657.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004496,OPTOISO 3.75KV TRANS 4-MINI-FLAT,IN_PRODUCTION,,0.0,15643.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004497,CAP CER 0.022UF 630V X7R 1206,IN_PRODUCTION,,0.0,35793.0,0.0,Power PCBA (IPC)
Qualitel,10-004499,RES SMD 47 OHM 1% 1/2W 1206 AEC-Q,IN_PRODUCTION,,0.0,8911.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004501,"55V, 3A, HALF-BRIDGE POWER DRIVE",IN_PRODUCTION,,0.0,10030.0,0.0,Power PCBA (IPC)
Qualitel,10-004532,DIODE GEN PURP 100V 300MA SOD123,IN_PRODUCTION,,0.0,11930.0,0.0,Power PCBA (IPC)
Qualitel,10-004538,IC VREF SHUNT 0.32% 8SOIC AEC-Q,IN_PRODUCTION,,0.0,6405.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004556,CAP FILM 0.22UF 10% 1.5KVDC RAD AEC-Q,IN_PRODUCTION,,0.0,12243.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004557,CAP CER 1000PF 250VAC X7R 1808,IN_PRODUCTION,,0.0,20302.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004560,IC MODULATOR 16BIT 40K 32VQFN,IN_PRODUCTION,,0.0,3939.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004561,RELAY GEN PURPOSE SPST 50A 12V,IN_PRODUCTION,,0.0,9874.0,0.0,Power PCBA (IPC)
Qualitel,10-004564,TRANS PNP 40V 0.2A SC75 SOT416,IN_PRODUCTION,,0.0,11927.0,0.0,Power PCBA (IPC)
Qualitel,10-004565,CAP FILM 3.3UF 10% 310VAC RADIAL,IN_PRODUCTION,,0.0,9144.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004566,CAP CER 100PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,65199.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004567,RELAY GEN PURPOSE DPDT 8A 120V,IN_PRODUCTION,,0.0,3598.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004576,"PCB TERMINAL BLOCK, NOMINAL CURR",IN_PRODUCTION,,0.0,3165.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004584,TERM REDCUBE M3 1PIN SMD,IN_PRODUCTION,,0.0,12330.0,0.0,Power PCBA (IPC)
Qualitel,10-004592,CAP FILM 0.015UF 10% 310VAC RAD,IN_PRODUCTION,,0.0,17814.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004593,"Screw Terminal, M3, SMT, Thru Hole, Integrated Junction, 50A",IN_PRODUCTION,,0.0,9933.0,0.0,Power PCBA (IPC)
Qualitel,10-004599,10.00mm Pitch Mini-Fit Sr. Header,IN_PRODUCTION,,0.0,1939.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004602,RES SMD 845K OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,163020.0,0.0,Power PCBA (IPC)
Qualitel,10-004608,"AC CMC, 3 Phase, 4 Turns",IN_PRODUCTION,,0.0,1465.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004612,IC OPAMP GP 1 CIRCUIT SOT23-5,IN_PRODUCTION,,0.0,5906.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004613,IC REG LINEAR POS ADJ 3A P2PAK-4,IN_PRODUCTION,,0.0,2832.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004614,TVS DEV GDT/MOV 875V DISC 13.2MM,IN_PRODUCTION,,0.0,5980.0,0.0,Power PCBA (IPC)
Qualitel,10-004617,RES SMD 10.2KOHM 0.1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,17787.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004621,RES CPF 0201 20K 0.1% 25PPM 1K RL,IN_PRODUCTION,,0.0,25008.0,0.0,Power PCBA (IPC)
Qualitel,10-004624,RES SMD 10K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,65054.0,0.0,Power PCBA (IPC)
Qualitel,10-004630,TVS DIODE 10VWM 17VC SMA,IN_PRODUCTION,,0.0,4973.0,0.0,Power PCBA (IPC)
Qualitel,10-004631,RES 340 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,44565.0,0.0,Terminal PCBA (TRM)
Qualitel,10-004856,CAP CER 10UF 25V X7S 0805,IN_PRODUCTION,,0.0,41028.0,0.0,Power PCBA (IPC)
Qualitel,10-004990,Diode Schottky 40V 0.12A 2-Pin SOD-323 T/R,IN_PRODUCTION,,0.0,13883.0,0.0,MSAC
Qualitel,10-005003,DIODE GEN PURP 1.2KV 2A SMB,IN_PRODUCTION,,0.0,23288.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005004,RES SMD 7.5 OHM 5% 3W 5322,IN_PRODUCTION,,0.0,13753.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005005,TVS DIODE 18VWM 29.2VC DO214AB,IN_PRODUCTION,,0.0,22645.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005012,Res Thin Film 1206 5.1 Ohm 0.5% 0.25W(1/4W) ±25ppm/°C Pad SMD T/R,IN_PRODUCTION,,0.0,24870.0,0.0,Power PCBA (IPC)
Qualitel,10-005014,RES SMD 59K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,9975.0,0.0,Power PCBA (IPC)
Qualitel,10-005018,RES 3.3M OHM 5% 1/10W 0603,IN_PRODUCTION,,0.0,29918.0,0.0,Power PCBA (IPC)
Qualitel,10-005035,DIGITAL TRANSFORMER,IN_PRODUCTION,,0.0,8230.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,IN_PRODUCTION,,0.0,15893.0,0.0,Power PCBA (IPC)
Qualitel,10-005045,Diode Switching 85V 0.155A 3-Pin SOT-523 T/R,IN_PRODUCTION,,0.0,80648.0,0.0,Power PCBA (IPC)
Qualitel,10-005123,IC COMPARATOR 1 GEN PUR 6UDFN,IN_PRODUCTION,,0.0,10865.0,0.0,2.1 LFP Block
Qualitel,10-005184,IC REG LINEAR 12V 2A HRP-5,IN_PRODUCTION,,0.0,7178.0,0.0,Power PCBA (IPC)
Qualitel,10-005197,RES 3M OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,21737.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005226,IC Isolated Single-Channel Gate Driver With Split Outputs,IN_PRODUCTION,,0.0,10112.0,0.0,2.1 LFP Block
Qualitel,10-005231,RES 6.8 OHM 5% 1/4W 0603 AEC-Q,IN_PRODUCTION,,0.0,17200.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,IN_PRODUCTION,,0.0,7237.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005834,Rectifier Diode Small Signal Switching 85V 0.215A 3000ns 2-Pin SOD-323 T/R,IN_PRODUCTION,,0.0,10654.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005944,RES 75K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,28906.0,0.0,Terminal PCBA (TRM)
Qualitel,10-005976,RES 3M OHM 1% 1W 2512,IN_PRODUCTION,,0.0,15929.0,0.0,Power PCBA (IPC)
Qualitel,10-006061,IC VREF SERIES 0.08% SOT23-6,IN_PRODUCTION,,0.0,3912.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006073,"Screw, SEMS, M3x0.5x8, T10, Square-Cone Washer, SS",IN_PRODUCTION,,0.0,10385.0,0.0,Power PCBA (IPC)
Qualitel,10-006129,FUSE BOARD MOUNT 5A 250VAC 2SMD,IN_PRODUCTION,,0.0,5408.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006194,RES 330K OHM 1% 2W 2512 AEC-Q,IN_PRODUCTION,,0.0,21476.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006271,CAP FILM 5UF 10% 600VDC RADIAL,IN_PRODUCTION,,0.0,3624.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006278,CAP FILM 0.47UF 20% 630VDC RAD X2,IN_PRODUCTION,,0.0,6730.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,IN_PRODUCTION,,0.0,5315.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006364,ISOMOV 5KA 175VRMS -40 °C to +125 °C BULK CRIMPED,IN_PRODUCTION,,0.0,12160.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006421,IC VREF SERIES 0.13% TSOT5,IN_PRODUCTION,,0.0,7903.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-006453,DIODE TVS 5.5VWM 11V U-DFN3810-9,IN_PRODUCTION,,0.0,7999.0,0.0,MSAC
Qualitel,10-006475,"Module AUTOMOTIVE, 2.5-W, 24-VIN, 25-VO 36-BSSOP (0.295"", 7.50mm Width)",IN_PRODUCTION,,0.0,8150.0,0.0,Power PCBA (IPC)
Qualitel,10-006672,RES 200K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,14951.0,0.0,MSAC
Qualitel,10-006675,RES SMD 51K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,14969.0,0.0,Power PCBA (IPC)
Qualitel,10-006676,RES SMD 3.6K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,9956.0,0.0,Power PCBA (IPC)
Qualitel,10-006691,CAP CER 4700PF 3KV X7R 2220,IN_PRODUCTION,,0.0,12690.0,0.0,Power PCBA (IPC)
Qualitel,10-006695,DIODE ZENER 4.03V 960MW DO219AC,IN_PRODUCTION,,0.0,7883.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006698,MOSFET N-CH 55V 5.1A SOT223,IN_PRODUCTION,,0.0,8457.0,0.0,Power PCBA (IPC)
Qualitel,10-006699,FIXED IND 2.2UH 1.7A 72 MOHM SMD AEC-Q,IN_PRODUCTION,,0.0,16467.0,0.0,Terminal PCBA (TRM)
Qualitel,10-006701,RES SMD 18K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,7402.0,0.0,MSAC
Qualitel,10-06549A,IC BUF NON-INVERT 5.5V SC70-5,IN_PRODUCTION,,0.0,4087.0,0.0,MSAC
Qualitel,10-07132A,DIODE ZENER 22V 5W DO214AA,IN_PRODUCTION,,0.0,7526.0,0.0,Terminal PCBA (TRM)
Qualitel,10-07244A,RES SMD 332 OHM 1% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,4927.0,0.0,Power PCBA (IPC)
Qualitel,20-05001C,"PCB, Terminal Board, Type C",IN_PRODUCTION,,0.0,1373.0,0.0,Terminal PCBA (TRM)
Qualitel,20-05003C,"PCB, Power Board, Type C",IN_PRODUCTION,,0.0,3085.0,0.0,Power PCBA (IPC)
Sienna,10-000099,CAP CER 1UF 35V X7R 0603,IN_PRODUCTION,,0.0,1258899.0,0.0,"9.6 KW Inverter, Maximizer Box, PV Hub"
Sienna,10-000124,RES 250 UOHM 1% 4W 2725 AEC-Q,IN_PRODUCTION,,0.0,6328.0,0.0,9.6 KW Inverter
Sienna,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,1864424.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000340,"Crystal Parallel - Fundamental Quartz Crystal, 25MHz Nom AEC-Q",IN_PRODUCTION,,0.0,21873.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000342,RES 0805 5% 1 OHM 1/2W AEC-Q,IN_PRODUCTION,,0.0,33995.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000395,"Washer,M5,Flat,5.3mm IDx 12.6mm OD,Steel,ZnNi BC",IN_PRODUCTION,,0.0,9795.0,0.0,Bridge
Sienna,10-000539,RES SMD 7.32 OHM 0.1% 1/10W 0805,IN_PRODUCTION,,0.0,22914.0,0.0,9.6 KW Inverter
Sienna,10-000548,CAP CER 33PF 50V NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,25058.0,0.0,9.6 KW Inverter
Sienna,10-000549,CAP CER 22UF 10V X7R 1206 AEC-Q,IN_PRODUCTION,,0.0,131780.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000550,FIXED IND 4.7UH 4.5A 26 MOHM SMD,IN_PRODUCTION,,0.0,7855.0,0.0,9.6 KW Inverter
Sienna,10-000551,RES 31.2K OHM 0.5% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,13653.0,0.0,9.6 KW Inverter
Sienna,10-000552,RES SMD 10K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,628400.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000555,RES SMD 52.3K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,20918.0,0.0,9.6 KW Inverter
Sienna,10-000558,CAP CER 4.7UF 16V X7R 0805 AEC-Q,IN_PRODUCTION,,0.0,33327.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000560,CAP CER 470PF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,36293.0,0.0,"9.6 KW Inverter, PV Hub"
