,cm,part,description,item_category,cm_on_hand,cm_on_order,cm_unit_price,cm_price_source,lunar_on_hand_alloc,lunar_on_order_alloc,lunar_unit_price,obsolescence_state,projection_type,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07
6344,Sienna,10-003501,FIXED IND 100UH 800MA 700MOHM SM,Electrical Components,7004,4000,0.16280743373315562,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,Qualitel,10-003501,FIXED IND 100UH 800MA 700MOHM SM,Electrical Components,6502,0,0.16280743373315562,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6346,Lunar,10-003501,FIXED IND 100UH 800MA 700MOHM SM,Electrical Components,0,0,0.16280743373315562,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,Sienna,10-002701,CAP CER 270PF 3KV C0G/NP0 2225,Electrical Components,3065,0,1.98,CM On-Hand,0,0,1.9798999999999998,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6348,Lunar,10-002701,CAP CER 270PF 3KV C0G/NP0 2225,Electrical Components,0,0,1.98,CM On-Hand,74622,0,1.9798999999999998,Obsolete,Lunar Depletion,147752,147752,147752,147752,147752,147752,147752,147752,147752,147752,147752,147752,147752
6349,Lunar,10-07723A,"Snorkel, L2.1 LFP DC ESS",Part,0,0,0,,52,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6350,Lunar,10-08346A,"Sub Assy, Nest CA 2.1",Assembly,0,0,0,,62,0,40.01,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6351,Lunar,10-08002A,0,0,0,0,0,,0,15,197.7982,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6352,Sienna,10-004375,"O-Ring Seal, EMC Base",Part,4316,6000,3.3099999999999996,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6353,Lunar,10-004375,"O-Ring Seal, EMC Base",Part,0,0,3.3099999999999996,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6354,Sienna,10-000615,FERRITE BEAD 1.5 KOHM 0603 1LN AEC-Q,Electrical Components,72853,0,0.014878073794648118,CM On-Hand,0,0,0.0149,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6355,Qualitel,10-000615,FERRITE BEAD 1.5 KOHM 0603 1LN AEC-Q,Electrical Components,20460,0,0.014878073794648118,CM On-Hand,0,0,0.0149,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6356,Lunar,10-000615,FERRITE BEAD 1.5 KOHM 0603 1LN AEC-Q,Electrical Components,0,0,0.014878073794648118,CM On-Hand,0,40000,0.0149,Active in Both,Lunar Depletion,595,595,595,595,595,595,595,595,595,595,595,595,595
6357,Sienna,10-002616,CMC 300MA 2LN 360OHM SMD AECQ200,Electrical Components,7988,0,0.10780000000000002,CM On-Hand,0,0,0.1078,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6358,Lunar,10-002616,CMC 300MA 2LN 360OHM SMD AECQ200,Electrical Components,0,0,0.10780000000000002,CM On-Hand,0,4000,0.1078,Gen 1 Only,Lunar Depletion,431,431,431,431,431,431,431,431,431,431,431,431,431
6359,Qualitel,10-006955,DIODE ZENER 3.3V 250MW SOT23-3 (2.9MM X 1.3MM),Electrical Components,36000,12000,0.0108,CM On-Hand,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,Lunar,10-006955,DIODE ZENER 3.3V 250MW SOT23-3 (2.9MM X 1.3MM),Electrical Components,0,0,0.0108,CM On-Hand,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6361,Celestica,10-004776,RES 0.1 OHM 0.5% 1/2W 1206,Electrical Components,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6362,Lunar,10-004776,RES 0.1 OHM 0.5% 1/2W 1206,Electrical Components,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6363,Sienna,10-004962,Conv DC-DC 8V to 80V Synchronous Step Down Single-Out 1V to 30V 0.8A 8-Pin SOIC EP T/R,Electrical Components,44010,32500,1.5489999999999997,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6364,Lunar,10-004962,Conv DC-DC 8V to 80V Synchronous Step Down Single-Out 1V to 30V 0.8A 8-Pin SOIC EP T/R,Electrical Components,0,0,1.5489999999999997,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6365,Lunar,10-07840A,0,0,0,0,0,,0,1000,0.443,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6366,Sienna,20-005369,"PCB, RF Passthrough Type A",PCB,1410,3090,1.49,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6367,Lunar,20-005369,"PCB, RF Passthrough Type A",PCB,0,0,1.49,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6368,Sienna,10-001227,RES SMD 220 OHM 1% 2W 2512 AEC-Q,Electrical Components,38495,0,0.13,CM On-Hand,15853,0,0.11,Gen 1 Only,Lunar Depletion,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2025,945,0
6369,Lunar,10-001227,RES SMD 220 OHM 1% 2W 2512 AEC-Q,Electrical Components,0,0,0.13,CM On-Hand,660147,0,0.11,Gen 1 Only,Lunar Depletion,85819,85819,85819,85819,85819,85819,85819,85819,85819,85819,85819,85819,85819
6370,Lunar,90-07091A,"Smart Breaker, 15A, Boxed",Top Level Assembly,0,0,0,,163,0,98.1,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6371,Sienna,10-003113,"Screw,M3x0.5 6g x8mm,BHT T8,Flange,Steel,ZiNi BC,Nylon Patch",Part,244441,95922,0.0232,CM On-Hand,0,0,0.026,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6372,Lunar,10-003113,"Screw,M3x0.5 6g x8mm,BHT T8,Flange,Steel,ZiNi BC,Nylon Patch",Part,0,0,0.0232,CM On-Hand,250,0,0.026,Gen 1 Only,Lunar Depletion,6,6,6,6,6,6,6,6,6,6,6,6,6
6373,Sienna,10-002846,"PCBA, Conformal Coated, Maximizer Hub",Assembly,465,0,37.66,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6374,Lunar,10-002846,"PCBA, Conformal Coated, Maximizer Hub",Assembly,0,0,37.66,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6375,Sienna,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,Electrical Components,16342,0,0.02328891871292706,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6376,Qualitel,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,Electrical Components,13835,0,0.02328891871292706,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6377,Lunar,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,Electrical Components,0,0,0.02328891871292706,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,Sienna,10-006362,"Wire Harness, Rogowski Coil Jumper, Bridge, Type B",Part,788,2700,4.1499999999999995,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,Lunar,10-006362,"Wire Harness, Rogowski Coil Jumper, Bridge, Type B",Part,0,0,4.1499999999999995,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6380,Sienna,10-001578,CONN 4P COAX HDR ASSY 180DEG COD A SHORT,Electrical Components,7405,1680,10.859999999999998,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6381,Lunar,10-001578,CONN 4P COAX HDR ASSY 180DEG COD A SHORT,Electrical Components,0,0,10.859999999999998,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6382,Sienna,10-002669,XMFR 50A CUSTOM C,Electrical Components,9238,14,1.0883539944903582,CM On-Hand,320,0,1.08,Gen 1 Only,Lunar Depletion,348,333,333,333,333,333,333,0,0,0,0,0,0
6383,Qualitel,10-002669,XMFR 50A CUSTOM C,Electrical Components,8186,0,1.0883539944903582,CM On-Hand,0,0,1.08,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6384,Lunar,10-002669,XMFR 50A CUSTOM C,Electrical Components,0,0,1.0883539944903582,CM On-Hand,0,0,1.08,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,Qualitel,10-005286,"O-ring,291.69mm ID,3.53mm C/S",Part,446,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,Lunar,10-005286,"O-ring,291.69mm ID,3.53mm C/S",Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6387,Lunar,10-002594,"CONTACT, OUTER SOCKET, MATE-AX, RTK 031, TE",Part,0,0,0,,4565,0,0.5096999999999999,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6388,Lunar,10-002946,RES 0.51 OHM 1% 1/6W 0402,Electrical Components,0,0,0,,410000,0,0.0467,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6389,Lunar,10-006967,RES SMD 5.6K OHM 1% 1/16W 0402,Electrical Components,0,0,0,,26350,0,0.002,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6390,Lunar,10-006731,CAP ALUM 800UF 20% 315V RADIAL,Electrical Components,0,0,0,,1200,6200,1.2733333333333334,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6391,Lunar,10-007016,DIODE ZENER 82V 5W ±5% DO214AA,Electrical Components,0,0,0,,9479,3600,0.26130000000000003,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6392,Qualitel,10-07346A,0,0,0,336000,0.0556,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6393,Lunar,10-07346A,0,0,0,0,0.0556,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6394,Sienna,10-004565,CAP FILM 3.3UF 10% 310VAC RADIAL,Electrical Components,12064,0,0.65,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6395,Qualitel,10-004565,CAP FILM 3.3UF 10% 310VAC RADIAL,Electrical Components,8664,0,0.65,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6396,Lunar,10-004565,CAP FILM 3.3UF 10% 310VAC RADIAL,Electrical Components,0,0,0.65,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,Sienna,10-002916,FIXED IND 3.3UH 6A 19.2MOHM SMD AEC-Q,Electrical Components,5590,7500,0.6204543946932007,CM On-Hand,8441,0,0.55,Gen 1 Only,Lunar Depletion,5237,3376,894,584,584,584,584,584,584,584,584,376,0
6398,Qualitel,10-002916,FIXED IND 3.3UH 6A 19.2MOHM SMD AEC-Q,Electrical Components,9485,0,0.6204543946932007,CM On-Hand,0,0,0.55,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6399,Lunar,10-002916,FIXED IND 3.3UH 6A 19.2MOHM SMD AEC-Q,Electrical Components,0,0,0.6204543946932007,CM On-Hand,133559,0,0.55,Gen 1 Only,Lunar Depletion,82867,82867,82867,82867,82867,82867,82867,82867,82867,82867,82867,82867,82867
6400,Sienna,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,Electrical Components,16571,0,0.0034425385990573707,CM On-Hand,0,0,0.010700000000000001,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,Qualitel,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,Electrical Components,106489,0,0.0034425385990573707,CM On-Hand,0,0,0.010700000000000001,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6402,Lunar,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,Electrical Components,0,0,0.0034425385990573707,CM On-Hand,1503,30000,0.010700000000000001,Gen 1 Only,Lunar Depletion,108,108,108,108,108,108,108,108,108,108,108,108,108
6403,Celestica,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,Electrical Components,0,0,0.0034425385990573707,CM On-Hand,0,0,0.010700000000000001,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6404,Lunar,10-006943,0,0,0,0,0,,0,1000,0.01361,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6405,Sienna,10-001271,"MC4 Pigtail, Male, 200mm",Part,25595,87000,1.2042418441101777,CM On-Hand,0,0,0.4729464725643897,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6406,Lunar,10-001271,"MC4 Pigtail, Male, 200mm",Part,0,0,1.2042418441101777,CM On-Hand,1786,0,0.4729464725643897,Gen 1 Only,Lunar Depletion,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151
6407,Lunar,10-001810,Safety Capacitors 300Vol 0.0022uF 10% LS=7.5mm AECQ2,Electrical Components,0,0,0,,370000,9000,0.12,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6408,Qualitel,10-006707,RES SMD 330 OHM 1% 3/4W 1206 AEC-Q,Electrical Components,3133,20000,0.0138,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6409,Lunar,10-006707,RES SMD 330 OHM 1% 3/4W 1206 AEC-Q,Electrical Components,0,0,0.0138,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6410,Sienna,10-004300,CONN HEADER SMD 16POS 2.5MM,Electrical Components,6230,1200,1.713288770053476,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,Qualitel,10-004300,CONN HEADER SMD 16POS 2.5MM,Electrical Components,6486,0,1.713288770053476,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,Lunar,10-004300,CONN HEADER SMD 16POS 2.5MM,Electrical Components,0,0,1.713288770053476,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6413,Sienna,10-004934,"Structure, Mounting, PCBA, PV Hub",Part,2927,650,0.51,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,Lunar,10-004934,"Structure, Mounting, PCBA, PV Hub",Part,0,0,0.51,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,Sienna,10-006475,"Module AUTOMOTIVE, 2.5-W, 24-VIN, 25-VO 36-BSSOP (0.295"", 7.50mm Width)",Electrical Components,3808,22500,2.1909323781612935,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,Qualitel,10-006475,"Module AUTOMOTIVE, 2.5-W, 24-VIN, 25-VO 36-BSSOP (0.295"", 7.50mm Width)",Electrical Components,5405,750,2.1909323781612935,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,Lunar,10-006475,"Module AUTOMOTIVE, 2.5-W, 24-VIN, 25-VO 36-BSSOP (0.295"", 7.50mm Width)",Electrical Components,0,0,2.1909323781612935,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6418,Sienna,10-004302,50 OHM 1% 50PPM 0402 1/16W AEC-Q,Part,50000,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,Lunar,10-004302,50 OHM 1% 50PPM 0402 1/16W AEC-Q,Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6420,Lunar,10-006710,0,0,0,0,0,,0,1000,2.1090054,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6421,Lunar,10-08431A,0,0,0,0,0,,0,200,0.08900000000000001,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6422,Sienna,10-000556,CAP CER 0.47UF 6.3V X7R 0402 AEC-Q,Electrical Components,48346,0,0.01161666686967855,CM On-Hand,0,0,0.01104,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,Qualitel,10-000556,CAP CER 0.47UF 6.3V X7R 0402 AEC-Q,Electrical Components,33751,0,0.01161666686967855,CM On-Hand,0,0,0.01104,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,Lunar,10-000556,CAP CER 0.47UF 6.3V X7R 0402 AEC-Q,Electrical Components,0,0,0.01161666686967855,CM On-Hand,0,10000,0.01104,Obsolete,Lunar Depletion,116,116,116,116,116,116,116,116,116,116,116,116,116
6425,Lunar,10-006779,CONN SCREW TERMINAL BRACKET M4 4 PIN D,Electrical Components,0,0,0,,152,1948,0.177,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6426,Sienna,10-002828,"Internal Star Washer, M3",Part,225029,0,0.0117,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,Lunar,10-002828,"Internal Star Washer, M3",Part,0,0,0.0117,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,Qualitel,10-06969A,"Module Fixing Plate, 4X mtg at 84 mm, 60 deg flange",Part,0,45024,0.27,CM On-Order,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6429,Lunar,10-06969A,"Module Fixing Plate, 4X mtg at 84 mm, 60 deg flange",Part,0,0,0.27,CM On-Order,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6430,Lunar,10-006968,0,0,0,0,0,,0,1442,0.20136061026352287,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6431,Celestica,10-002929,"TIM, INDUCTOR, DCDC",Part,0,0,0.7,CM On-Hand,0,0,0.7,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,Lunar,10-002929,"TIM, INDUCTOR, DCDC",Part,0,0,0.7,CM On-Hand,0,0,0.7,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,Qualitel,10-002929,"TIM, INDUCTOR, DCDC",Part,6676,97145,0.7,CM On-Hand,17145,0,0.7,Active in Both,Lunar Depletion,12002,0,0,0,0,0,0,0,0,0,0,0,0
6434,Sienna,10-005100,PTC RESET FUSE 400V 12MA 1210,Electrical Components,657,0,0.638,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,Lunar,10-005100,PTC RESET FUSE 400V 12MA 1210,Electrical Components,0,0,0.638,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6436,Lunar,10-006656,0,0,0,0,0,,0,30000,0.01505,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6437,Sienna,10-000695,IC MCU 32BIT 200KB FLASH 64LQFP,Electrical Components,43800,26568,1.79,CM On-Hand,26568,0,1.4502365005312023,Gen 1 Only,Lunar Depletion,47557,47557,20349,0,0,0,0,0,0,0,0,0,0
6438,Lunar,10-000695,IC MCU 32BIT 200KB FLASH 64LQFP,Electrical Components,0,0,1.79,CM On-Hand,124975,0,1.4502365005312023,Gen 1 Only,Lunar Depletion,223705,223705,223705,223705,223705,223705,223705,223705,223705,223705,223705,223705,223705
6439,Sienna,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,Electrical Components,9022,0,0.6894544685053254,CM On-Hand,0,0,0.6879,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6440,Qualitel,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,Electrical Components,5155,0,0.6894544685053254,CM On-Hand,0,0,0.6879,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,Lunar,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,Electrical Components,0,0,0.6894544685053254,CM On-Hand,63,0,0.6879,Gen 1 Only,Lunar Depletion,43,43,43,43,43,43,43,43,43,43,43,43,43
6442,Qualitel,10-07356A,"Seal, Cover, DC-DC",Part,7568,2600,6.47,CM On-Hand,1,0,0,Gen 1 Only,Lunar Depletion,6,6,6,0,0,0,0,0,0,0,0,0,0
6443,Lunar,10-07356A,"Seal, Cover, DC-DC",Part,0,0,6.47,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6444,Lunar,10-07731A,0,0,0,0,0,,0,8210,0.9484627527405604,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6445,Lunar,10-06949C_old,,,0,0,0,,1,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6446,Lunar,10-006747,0,0,0,0,0,,0,1050,0.067,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,Sienna,10-003464,"Screw, 1/4-28 x 3/8in, Steel, Zinc-Plated",Part,34356,0,0.002825416230061707,CM On-Hand,7325,0,0.08549838842305546,Gen 1 Only,Lunar Depletion,21,21,21,21,19,17,15,14,12,10,7,3,0
6448,Lunar,10-003464,"Screw, 1/4-28 x 3/8in, Steel, Zinc-Plated",Part,0,0,0.002825416230061707,CM On-Hand,325889,0,0.08549838842305546,Gen 1 Only,Lunar Depletion,921,921,921,921,921,921,921,921,921,921,921,921,921
6449,Qualitel,10-006701,RES SMD 18K OHM 1% 1/16W 0402,Electrical Components,6946,0,0.0005,CM On-Hand,0,0,0.0009,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6450,Lunar,10-006701,RES SMD 18K OHM 1% 1/16W 0402,Electrical Components,0,0,0.0005,CM On-Hand,10000,10000,0.0009,Active in Both,Lunar Depletion,10,10,10,10,10,10,10,10,10,10,10,10,10
6451,Sienna,10-002391,"RF/ Coaxial Connectors, 50 Ohms, FAKRA SMB Jack, Straight, PCB, Keying Option A, Black",Electrical Components,7485,1200,0.9700000000000001,CM On-Hand,1325,0,0.9699411764705883,Gen 1 Only,Lunar Depletion,1285,1285,703,121,121,121,121,121,0,0,0,0,0
6452,Lunar,10-002391,"RF/ Coaxial Connectors, 50 Ohms, FAKRA SMB Jack, Straight, PCB, Keying Option A, Black",Electrical Components,0,0,0.9700000000000001,CM On-Hand,6325,0,0.9699411764705883,Gen 1 Only,Lunar Depletion,6135,6135,6135,6135,6135,6135,6135,6135,6135,6135,6135,6135,6135
6453,Lunar,10-006626,0,0,0,0,0,,0,1350,0.02319,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,Lunar,10-002377,CAP CER 0.47UF 25V X5R 0402,Electrical Components,0,0,0,,220000,50000,0.01,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6455,Lunar,10-004067,CAP FILM 50UF 5% 500VDC RADIAL,Electrical Components,0,0,0,,20974,0,2.8505000000000003,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6456,Qualitel,10-07029A,"Label, Compliance, MSA Controller",Part,2330,3000,0.52,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6457,Lunar,10-07029A,"Label, Compliance, MSA Controller",Part,0,0,0.52,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,Sienna,10-003068,"NUT, M5x0.8 6Hx5mm, NYLON INSERT, STEEL, 3um ZINC",Part,68278,0,0.059000000000000004,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6459,Lunar,10-003068,"NUT, M5x0.8 6Hx5mm, NYLON INSERT, STEEL, 3um ZINC",Part,0,0,0.059000000000000004,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,Sienna,10-004787,Cap Ceramic 0.1uF 16V X7R 10% Pad SMD 0402 125°C T/R,Electrical Components,4846,0,0.0022,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6461,Lunar,10-004787,Cap Ceramic 0.1uF 16V X7R 10% Pad SMD 0402 125°C T/R,Electrical Components,0,0,0.0022,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6462,Sienna,10-002488,IC EEPROM 2KBIT I2C 400KHZ 8SOIC,Electrical Components,5235,0,0.26,CM On-Hand,0,0,0.22,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6463,Lunar,10-002488,IC EEPROM 2KBIT I2C 400KHZ 8SOIC,Electrical Components,0,0,0.26,CM On-Hand,9267,0,0.22,Gen 1 Only,Lunar Depletion,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409
6464,Lunar,90-07042A,"MSA, ConnectDER, Boxed",Top Level Assembly,0,0,0,,161,0,644.0210186335404,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
